time, local_time, values[0]
1509715520824968099, 0.0138959884644, 3.92844001989e-05
1509715520832959890, 0.0218329429626, 3.41223350741e-05
1509715520836477041, 0.0253760814667, 2.96385777819e-05
1509715520842888116, 0.0317871570587, 2.23611736078e-05
1509715520857403993, 0.0463049411774, 2.23611736078e-05
1509715520860940933, 0.0498580932617, 1.94228613554e-05
1509715520884036064, 0.0729370117188, 1.6870650434e-05
1509715520886650085, 0.0755541324615, 1.46538061956e-05
1509715520888514995, 0.0774371623993, 1.27282606475e-05
1509715520890202045, 0.0790960788727, 1.1055736438e-05
1509715520897797107, 0.0866980552673, 9.6029859515e-06
1509715520904448032, 0.09334897995, 8.34113038982e-06
1509715520912947893, 0.101848125458, 7.24508569853e-06
1509715520932933092, 0.121855020523, 6.2930639285e-06
1509715520937181949, 0.126083135605, 5.46614011975e-06
1509715520941859960, 0.130779981613, 4.74787609789e-06
1509715520948324918, 0.137228012085, 4.12399370435e-06
1509715520963495016, 0.152403116226, 3.58209096511e-06
1509715520965883970, 0.154788970947, 3.11139555535e-06
1509715520968970060, 0.157876014709, 2.70255066e-06
1509715520987679958, 0.176582098007, 2.34742897194e-06
1509715520990128040, 0.179090023041, 2.03897113195e-06
1509715520995485067, 0.18439412117, 1.77104539754e-06
1509715521006607055, 0.195496082306, 1.53832575214e-06
1509715521009124040, 0.198027133942, 1.33618603058e-06
1509715521022663116, 0.211536169052, 1.16060795693e-06
1509715521028474092, 0.217365980148, 1.00810126645e-06
1509715521040782928, 0.229684114456, 8.75634323699e-07
1509715521042973041, 0.231846094131, 7.60573857348e-07
1509715521050600051, 0.239500045776, 6.60632614391e-07
1509715521065156936, 0.25406908989, -2.50543351464e-07
1509715521068435907, 0.257338047028, -1.89025375915e-07
1509715521075370073, 0.264274120331, -1.64186983744e-07
1509715521082202911, 0.271121025085, -1.64186983744e-07
1509715521089282035, 0.278216123581, -1.42612416005e-07
1509715521102972984, 0.291859149933, 0.00196766880631
1509715521107016086, 0.295921087265, 0.00814762935836
1509715521114013910, 0.302927017212, 0.00707701116319
1509715521123009920, 0.311882972717, 0.0206133095243
1509715521132361888, 0.321263074875, 0.0405627235974
1509715521141412973, 0.3303129673, 0.0624343277463
