time, local_time, values[0]
1509715603832489967, 0.0116319656372, 2.06167095136e-05
1509715603854278087, 0.0412089824677, 1.79076240591e-05
1509715603863279104, 0.0424499511719, 1.55545189804e-05
1509715603870287895, 0.0494558811188, 1.35106175957e-05
1509715603872781991, 0.0519239902496, 1.17352897924e-05
1509715603873735904, 0.0529220104218, 1.01932443529e-05
1509715603877273082, 0.0565209388733, 8.85382741086e-06
1509715603885103940, 0.06427693367, 7.69041309193e-06
1509715603894043922, 0.0732131004333, 6.67987422619e-06
1509715603899051904, 0.0782330036163, 5.80212260957e-06
1509715603906137943, 0.0853080749512, 5.03970967664e-06
1509715603911468982, 0.0906369686127, 4.37747964559e-06
1509715603922245979, 0.1013879776, 3.80226824107e-06
1509715603929491996, 0.108831882477, 3.30264100521e-06
1509715603945501089, 0.124727964401, 2.86866599557e-06
1509715603954654932, 0.133903026581, 2.49171635097e-06
1509715603957272052, 0.136440038681, 2.16429880067e-06
1509715603962769985, 0.141942977905, 1.87990470773e-06
1509715603978063106, 0.157231092453, 1.63288068591e-06
1509715603980300903, 0.159466028214, 1.41831621754e-06
1509715603991739034, 0.170907974243, 1.23194603886e-06
1509715603999228000, 0.178397893906, 1.07006535207e-06
1509715604004483938, 0.183660030365, 9.29456178716e-07
1509715604014590978, 0.193799972534, 7.01239145911e-07
1509715604018901109, 0.198155879974, 7.01239145911e-07
1509715604036014080, 0.215850114822, 6.09094627384e-07
1509715604045840978, 0.225013017654, 5.2905812127e-07
1509715604051975965, 0.231163024902, 4.59538605497e-07
1509715604054436922, 0.233957052231, 3.99154122105e-07
1509715604060322999, 0.239495992661, 3.46704305784e-07
1509715604079253911, 0.258423089981, 3.0114652209e-07
1509715604079509973, 0.258665084839, 2.61575141272e-07
1509715604110331058, 0.289525985718, -9.98280771822e-08
1509715604113116979, 0.29229593277, -8.67106019103e-08
1509715604120210886, 0.299406051636, 0.000108515850811
1509715604129060029, 0.308228969574, 0.00096956294628
1509715604131812095, 0.310995101929, 0.00406142234936
1509715604134634017, 0.313824892044, 0.010759555823
1509715604144778013, 0.323947906494, 0.020663212275
1509715604148463964, 0.327634096146, 0.0315403435291
1509715604150170087, 0.329350948334, 0.0412538179461
1509715604152834892, 0.331976890564, 0.0491914388863
1509715604178117036, 0.357287883759, 0.0558254772724
1509715604180222988, 0.35939002037, 0.0616595162073
1509715604185127973, 0.364310979843, 0.0668314357799
1509715604188231945, 0.367400884628, 0.0713297360797
1509715604194511890, 0.373692989349, 0.07528034511
1509715604229363918, 0.408543109894, 0.0786348336695
1509715604230115890, 0.409281015396, 0.0815544732088
1509715604230340957, 0.40949511528, 0.0840931479287
1509715604234421014, 0.413642883301, 0.086590012044
1509715604234823942, 0.413980007172, 0.0752118751992
1509715604242779016, 0.421964883804, 0.0919093713604
1509715604258105993, 0.437288045883, 0.0931183418567
1509715604272833108, 0.451975107193, 0.0941609068789
1509715604275573968, 0.454744100571, 0.0951779311994
1509715604277806997, 0.456971883774, 0.0959483302329
1509715604280846118, 0.460016012192, 0.0966109844699
1509715604314699888, 0.493879079819, 0.0972716000344
1509715604316977977, 0.496145963669, 0.0977662504905
1509715604322120904, 0.501307964325, 0.0983328011115
1509715604327064990, 0.506237030029, 0.0987030852416
1509715604335351943, 0.514523029327, 0.0990190503439
