time, local_time, values[0]
1509715844054135084, 0.0277020931244, 0.0
1509715844063631057, 0.0371561050415, 0.0
1509715844070040941, 0.0435681343079, 0.0
1509715844077934026, 0.051460981369, 0.0
1509715844086133003, 0.0596730709076, 0.0
1509715844096302986, 0.0698270797729, 0.0
1509715844101497888, 0.0750260353088, 0.0
1509715844110224008, 0.0837750434875, 0.0
1509715844117942094, 0.0914709568024, 0.0
1509715844135831117, 0.109358072281, 0.0
1509715844159251928, 0.132779121399, 0.0
1509715844163274049, 0.136803150177, 0.0
1509715844168025016, 0.141554117203, 0.0
1509715844173141002, 0.146696090698, 0.0
1509715844181363105, 0.154862165451, 0.0
1509715844189750909, 0.163285970688, 0.0
1509715844197423934, 0.17095208168, 0.0
1509715844205276966, 0.178815126419, 0.0
1509715844220784902, 0.19428396225, 0.0
1509715844237926959, 0.211454153061, 0.0
1509715844246608972, 0.220147132874, 0.0
1509715844258019924, 0.231579065323, 0.0
1509715844261182069, 0.23472905159, 0.0
1509715844269603013, 0.243134021759, 0.0
1509715844282543897, 0.256072044373, 0.3
1509715844288364887, 0.261975049973, 0.3
1509715844314446926, 0.287985086441, 0.3
1509715844328897953, 0.302587032318, 0.3
1509715844348417997, 0.321946144104, 0.3
1509715844364691019, 0.338220119476, 0.3
1509715844379318952, 0.352847099304, 0.3
1509715844388619899, 0.362146139145, 0.3
1509715844394764900, 0.368294000626, 0.3
1509715844409892082, 0.383401155472, 0.3
1509715844419128894, 0.39265704155, 0.3
1509715844437304973, 0.41083407402, 0.3
1509715844442686080, 0.416214942932, 0.3
1509715844447760105, 0.421314954758, 0.3
1509715844468765020, 0.442268133163, 0.3
1509715844476484060, 0.450025081635, 0.3
1509715844485784053, 0.459547996521, 0.3
1509715844507347106, 0.48088312149, 0.3
1509715844516980886, 0.490508079529, 0.3
1509715844537542104, 0.511069059372, 0.3
1509715844550071954, 0.523600101471, 0.3
1509715844569063901, 0.542591094971, 0.3
1509715844587292909, 0.56082201004, 0.3
1509715844593686103, 0.56721496582, 0.3
1509715844619596958, 0.593125104904, 0.3
1509715844633112907, 0.606641054153, 0.3
1509715844660754919, 0.634293079376, 0.3
1509715844661089897, 0.634603023529, 0.3
1509715844718961000, 0.692517995834, 0.3
1509715844754842042, 0.728367090225, 0.3
1509715844789113044, 0.762644052505, 0.3
1509715844821415901, 0.794914960861, 0.3
1509715844825885057, 0.80010008812, 0.3
1509715844842534065, 0.816059112549, 0.3
1509715844856862068, 0.830496072769, 0.3
1509715844880038022, 0.853569984436, 0.3
1509715844886126995, 0.85965514183, 0.3
1509715844900343894, 0.873870134354, 0.3
1509715844905083894, 0.878611087799, 0.3
1509715844916515111, 0.890038967133, 0.3
1509715844920680046, 0.894206047058, 0.3
1509715844956657886, 0.930185079575, 0.3
1509715844977524995, 0.95105099678, 0.3
1509715845000152111, 0.973680019379, 0.3
1509715845011557102, 0.985084056854, 0.3
1509715845019309997, 0.99285197258, 0.3
1509715845041676998, 1.01521015167, 0.3
1509715845053544044, 1.02707195282, 0.3
1509715845075479984, 1.04900717735, 0.3
1509715845113240957, 1.08675003052, 0.3
1509715845131539106, 1.10512804985, 0.3
1509715845161303043, 1.13482999802, 0.3
1509715845165165901, 1.13869214058, 0.3
1509715845179218053, 1.15275001526, 0.3
1509715845201579093, 1.17510509491, 0.3
1509715845205508947, 1.17903614044, 0.3
1509715845209660053, 1.18318796158, 0.3
1509715845212488889, 1.18603014946, 0.3
1509715845237051963, 1.21058416367, 0.3
1509715845241590976, 1.21510195732, 0.3
1509715845245604038, 1.21911907196, 0.3
1509715845280090093, 1.25363302231, 0.3
1509715845308037042, 1.28156304359, 0.3
1509715845321183919, 1.29468297958, 0.3
1509715845335824012, 1.30935096741, 0.0
1509715845341584920, 1.31511211395, 0.0
1509715845380187034, 1.35371494293, 0.0
1509715845392653942, 1.36618113518, 0.0
1509715845394814968, 1.36835694313, 0.0
1509715845413620948, 1.38714909554, 0.0
1509715845421456098, 1.39503312111, 0.0
1509715845422523021, 1.39603900909, 0.0
1509715845450721979, 1.42424917221, 0.0
1509715845455682039, 1.42922115326, 0.0
1509715845461900949, 1.43543100357, 0.0
1509715845477962970, 1.45148205757, 0.0
1509715845487504959, 1.46105098724, 0.0
1509715845495599031, 1.4691259861, 0.0
1509715845501631021, 1.47521400452, 0.0
1509715845510025024, 1.48355412483, 0.0
1509715845519750118, 1.49328017235, 0.0
1509715845528233051, 1.50179409981, 0.0
1509715845534739017, 1.50828099251, 0.0
1509715845550745964, 1.52428913116, 0.0
