time, local_time, values[0]
1509715603832489967, 0.018406867981, 0.0
1509715603841289043, 0.0272350311279, 0.0
1509715603859019041, 0.0449819564819, 0.0
1509715603865274906, 0.0512208938599, 0.0
1509715603888454914, 0.0743980407715, 0.0
1509715603891470909, 0.0774149894714, 0.0
1509715603896786928, 0.0827329158783, 0.0
1509715603911947011, 0.0978889465332, 0.0
1509715603922245979, 0.10816192627, 0.0
1509715603928709030, 0.114694833755, 0.0
1509715603944160938, 0.130130052567, 0.0
1509715603960602045, 0.146544933319, 0.0
1509715603981467008, 0.167433023453, 0.0
1509715603991318941, 0.177263975143, 0.0
1509715603994929075, 0.180871963501, 0.0
1509715604013192892, 0.199137926102, 0.0
1509715604027770042, 0.213691949844, 0.0
1509715604028659105, 0.214592933655, 0.0
1509715604032949924, 0.218934059143, 0.0
1509715604072536945, 0.258481025696, 0.1
1509715604085123062, 0.271067857742, 0.1
1509715604091677904, 0.277621984482, 0.1
1509715604107948064, 0.293890953064, 0.1
1509715604116868019, 0.302816867828, 0.1
1509715604147550106, 0.333492994308, 0.1
1509715604157978057, 0.343920946121, 0.1
1509715604197587013, 0.383554935455, 0.1
1509715604204431056, 0.390455007553, 0.1
1509715604207314968, 0.393281936646, 0.1
1509715604227188110, 0.41313791275, 0.1
1509715604251115083, 0.43706202507, 0.1
1509715604261776924, 0.447727918625, 0.1
1509715604284329891, 0.470311880112, 0.1
1509715604299185991, 0.485156059265, 0.1
1509715604306266069, 0.492244005203, 0.1
1509715604321482896, 0.507454872131, 0.1
1509715604371167898, 0.557109832764, 0.1
1509715604373351097, 0.559303045273, 0.1
1509715604379117965, 0.565072059631, 0.1
1509715604385835886, 0.571791887283, 0.1
1509715604393757104, 0.579700946808, 0.1
1509715604408910036, 0.594832897186, 0.1
1509715604430638074, 0.616581916809, 0.1
1509715604434010982, 0.619950056076, 0.1
1509715604444118022, 0.630118846893, 0.1
1509715604449115037, 0.635090827942, 0.1
1509715604466275930, 0.652235984802, 0.1
1509715604473650932, 0.659595012665, 0.1
1509715604491264104, 0.677197933197, 0.1
1509715604512093067, 0.698035955429, 0.1
1509715604523966073, 0.709910869598, 0.1
1509715604562819957, 0.748736858368, 0.1
1509715604584537982, 0.770520925522, 0.1
1509715604592670917, 0.778586864471, 0.1
1509715604597028970, 0.782979011536, 0.1
1509715604604496955, 0.790439844131, 0.1
1509715604622304916, 0.808220863342, 0.1
1509715604630341053, 0.816320896149, 0.1
1509715604636244058, 0.822188854218, 0.1
1509715604663091897, 0.849051952362, 0.1
1509715604674351930, 0.860303878784, 0.1
1509715604677788972, 0.863734960556, 0.1
1509715604708478927, 0.894557952881, 0.1
1509715604725342035, 0.91143488884, 0.1
1509715604741693019, 0.927635908127, 0.1
1509715604774558067, 0.960500001907, 0.1
1509715604824536085, 1.01047992706, 0.1
1509715604838071107, 1.02402186394, 0.1
1509715604839040040, 1.02497291565, 0.1
1509715604847573041, 1.03351593018, 0.1
1509715604885092973, 1.0710580349, 0.1
1509715604901500940, 1.08744597435, 0.1
1509715604914072036, 1.10001802444, 0.1
1509715604932156085, 1.11811184883, 0.1
1509715604941627979, 1.12757205963, 0.1
1509715604957739114, 1.14366698265, 0.1
1509715604970236063, 1.15618085861, 0.1
1509715604979751110, 1.16569590569, 0.1
1509715605002897977, 1.18881392479, 0.1
1509715605011934995, 1.19791984558, 0.1
1509715605025198936, 1.21116495132, 0.1
1509715605054186105, 1.24016404152, 0.1
1509715605080044984, 1.26601696014, 0.1
1509715605094893932, 1.28083705902, 0.1
1509715605122657060, 1.30857300758, 0.0
1509715605134783029, 1.32072496414, 0.0
1509715605142417907, 1.3329770565, 0.0
1509715605167241096, 1.35320091248, 0.0
1509715605167521953, 1.35346984863, 0.0
1509715605192998886, 1.37891483307, 0.0
1509715605195655107, 1.38161993027, 0.0
1509715605212907075, 1.39884495735, 0.0
1509715605220745086, 1.40668797493, 0.0
1509715605228230953, 1.41419506073, 0.0
1509715605236659049, 1.42260193825, 0.0
1509715605244122982, 1.43007898331, 0.0
1509715605260246992, 1.44619083405, 0.0
1509715605267298936, 1.45324587822, 0.0
1509715605275063037, 1.46101498604, 0.0
1509715605283198118, 1.46916389465, 0.0
1509715605291445016, 1.4773888588, 0.0
1509715605300017118, 1.48595905304, 0.0
1509715605314677000, 1.50068593025, 0.0
1509715605322899103, 1.50885105133, 0.0
