time, local_time, values[0]
1509715667404767990, 0.0174968242645, 0.0
1509715667415045022, 0.0277328491211, 0.0
1509715667421089887, 0.0337769985199, 0.0
1509715667439161062, 0.0518548488617, 0.0
1509715667444087982, 0.0567729473114, 0.0
1509715667459928035, 0.0726149082184, 0.0
1509715667468974113, 0.0817649364471, 0.0
1509715667477668046, 0.0903449058533, 0.0
1509715667484842061, 0.0975477695465, 0.0
1509715667492053031, 0.1047539711, 0.0
1509715667510251998, 0.122949838638, 0.0
1509715667532489061, 0.145203828812, 0.0
1509715667532898902, 0.145574808121, 0.0
1509715667541196107, 0.153882980347, 0.0
1509715667551181077, 0.163876771927, 0.0
1509715667556895971, 0.169583797455, 0.0
1509715667567440032, 0.180125951767, 0.0
1509715667572062015, 0.184752941132, 0.0
1509715667580490112, 0.193209886551, 0.0
1509715667589303970, 0.201990842819, 0.0
1509715667629345893, 0.242032766342, 0.0
1509715667681102037, 0.293791770935, 0.3
1509715667705135107, 0.317822933197, 0.3
1509715667712398052, 0.325058937073, 0.3
1509715667720453977, 0.333141803741, 0.3
1509715667754764080, 0.367461919785, 0.3
1509715667797066926, 0.409757852554, 0.3
1509715667832467079, 0.44512796402, 0.3
1509715667852276086, 0.464936971664, 0.3
1509715667864264011, 0.47695684433, 0.3
1509715667892290115, 0.504951000214, 0.3
1509715667905198097, 0.517903804779, 0.3
1509715667922492980, 0.535180807114, 0.3
1509715667930963993, 0.543673992157, 0.3
1509715667943931102, 0.556640863419, 0.3
1509715667952485084, 0.565198898315, 0.3
1509715667962440967, 0.575101852417, 0.3
1509715667984004020, 0.59671998024, 0.3
1509715668005842924, 0.618525981903, 0.3
1509715668028012037, 0.640774965286, 0.3
1509715668042337894, 0.655038833618, 0.3
1509715668051461935, 0.664246797562, 0.3
1509715668061160087, 0.673848867416, 0.3
1509715668074218034, 0.686904907227, 0.3
1509715668082525968, 0.695186853409, 0.3
1509715668095442056, 0.708169937134, 0.3
1509715668116465091, 0.729188919067, 0.3
1509715668138256072, 0.75094294548, 0.3
1509715668179280042, 0.791968822479, 0.3
1509715668189188957, 0.801876783371, 0.3
1509715668232305049, 0.844965934753, 0.3
1509715668278629064, 0.891317844391, 0.3
1509715668282013893, 0.894689798355, 0.3
1509715668337176084, 0.949865818024, 0.3
1509715668349556922, 0.962278842926, 0.3
1509715668376734018, 0.989422798157, 0.3
1509715668391737937, 1.00443792343, 0.3
1509715668412261962, 1.02499985695, 0.3
1509715668427299976, 1.03999090195, 0.3
1509715668446768999, 1.05945897102, 0.3
1509715668459470033, 1.07215881348, 0.3
1509715668491786003, 1.10444688797, 0.3
1509715668507072925, 1.1198348999, 0.3
1509715668514612913, 1.12728190422, 0.3
1509715668521934032, 1.13462686539, 0.3
1509715668530208110, 1.14289593697, 0.3
1509715668559665918, 1.1723690033, 0.3
1509715668563478946, 1.17616581917, 0.3
1509715668969417095, 1.58211398125, 0.3
1509715668983889102, 1.5966219902, 0.3
1509715669001631021, 1.61429190636, 0.0
1509715669011275053, 1.6239759922, 0.0
1509715669035675048, 1.64841389656, 0.0
1509715669041896104, 1.65458393097, 0.0
1509715669063442945, 1.67613387108, 0.0
1509715669066380023, 1.67906689644, 0.0
1509715669091052055, 1.70375800133, 0.0
1509715669098387956, 1.71110296249, 0.0
1509715669106663942, 1.71935391426, 0.0
1509715669114623069, 1.72730898857, 0.0
1509715669130889892, 1.74367880821, 0.0
1509715669147073984, 1.75975489616, 0.0
1509715669155034065, 1.76773190498, 0.0
1509715669162146091, 1.77480697632, 0.0
1509715669170460939, 1.78315186501, 0.0
1509715669180304050, 1.79299378395, 0.0
1509715669186671018, 1.79937386513, 0.0
1509715669194200992, 1.80689787865, 0.0
1509715669203063011, 1.81575298309, 0.0
